County,RegionType,StateName,Date,zhvi_single_family_homes_by_county,zhvi_condo_coop_homes_by_county,zhvi_5plus_homes_by_county,zhvi_4_homes_by_county,zhvi_3_homes_by_county,zhvi_2_homes_by_county,zhvi_1_homes_by_county,Year
TRINITY COUNTY,County,TX,2019-05-31,109524.0,69183.0,205134.0,158685.0,120046.0,72287.0,58528.0,2019
GALVESTON COUNTY,County,TX,2019-06-30,228087.0,164669.0,409184.0,291108.0,209776.0,173445.0,124322.0,2019
MONTGOMERY COUNTY,County,TX,2019-06-30,259541.0,170527.0,503446.0,315708.0,214844.0,158631.0,110437.0,2019
TRINITY COUNTY,County,TX,2019-06-30,110207.0,69837.0,204531.0,159521.0,120685.0,72903.0,59130.0,2019
HARRIS COUNTY,County,TX,2019-06-30,202140.0,133508.0,367477.0,243093.0,178800.0,135229.0,111764.0,2019
FORT BEND COUNTY,County,TX,2019-06-30,268701.0,190893.0,432999.0,300531.0,201933.0,171580.0,161727.0,2019
HARRIS COUNTY,County,TX,2019-07-31,203097.0,133987.0,368380.0,243935.0,179724.0,136148.0,112312.0,2019
FORT BEND COUNTY,County,TX,2019-07-31,269666.0,191247.0,433940.0,301409.0,203075.0,172138.0,161451.0,2019
MONTGOMERY COUNTY,County,TX,2019-07-31,260568.0,171328.0,505587.0,317123.0,215669.0,159442.0,110953.0,2019
GALVESTON COUNTY,County,TX,2019-07-31,227667.0,164658.0,409160.0,290042.0,209497.0,173728.0,124591.0,2019
TRINITY COUNTY,County,TX,2019-07-31,110734.0,70223.0,204711.0,160636.0,121240.0,73388.0,59289.0,2019
HARRIS COUNTY,County,TX,2019-08-31,203834.0,134471.0,368830.0,244390.0,180525.0,136859.0,113065.0,2019
FORT BEND COUNTY,County,TX,2019-08-31,270125.0,191283.0,434451.0,301792.0,203812.0,172325.0,161816.0,2019
MONTGOMERY COUNTY,County,TX,2019-08-31,261237.0,171530.0,505108.0,317454.0,216166.0,160018.0,111630.0,2019
GALVESTON COUNTY,County,TX,2019-08-31,227610.0,164794.0,409045.0,289433.0,209544.0,174072.0,124947.0,2019
TRINITY COUNTY,County,TX,2019-08-31,111131.0,70424.0,204440.0,161133.0,121475.0,73565.0,58988.0,2019
TRINITY COUNTY,County,TX,2019-09-30,111352.0,70920.0,204213.0,161052.0,121686.0,73514.0,58489.0,2019
MONTGOMERY COUNTY,County,TX,2019-09-30,261309.0,171561.0,504762.0,317164.0,216365.0,160419.0,112326.0,2019
GALVESTON COUNTY,County,TX,2019-09-30,228075.0,165080.0,410182.0,289809.0,209990.0,174409.0,125279.0,2019
HARRIS COUNTY,County,TX,2019-09-30,203812.0,134328.0,368006.0,244090.0,180619.0,136956.0,112733.0,2019
FORT BEND COUNTY,County,TX,2019-09-30,270893.0,191799.0,435316.0,302517.0,204731.0,173066.0,163914.0,2019
HARRIS COUNTY,County,TX,2019-10-31,204179.0,134445.0,367821.0,244388.0,181031.0,137339.0,112733.0,2019
FORT BEND COUNTY,County,TX,2019-10-31,271200.0,192230.0,435478.0,302764.0,205279.0,173522.0,165813.0,2019
MONTGOMERY COUNTY,County,TX,2019-10-31,261414.0,171494.0,504502.0,316920.0,216483.0,160847.0,113362.0,2019
GALVESTON COUNTY,County,TX,2019-10-31,228869.0,165659.0,411363.0,291305.0,210781.0,174384.0,125436.0,2019
TRINITY COUNTY,County,TX,2019-10-31,111663.0,71321.0,204694.0,161227.0,122126.0,73569.0,58531.0,2019
HARRIS COUNTY,County,TX,2019-11-30,204326.0,134144.0,367628.0,244654.0,181230.0,137047.0,112021.0,2019
FORT BEND COUNTY,County,TX,2019-11-30,271749.0,193198.0,435931.0,303163.0,206047.0,174442.0,167009.0,2019
MONTGOMERY COUNTY,County,TX,2019-11-30,260839.0,171219.0,504120.0,316233.0,216485.0,160982.0,113802.0,2019
GALVESTON COUNTY,County,TX,2019-11-30,230272.0,167079.0,413345.0,293511.0,212252.0,175040.0,125940.0,2019
TRINITY COUNTY,County,TX,2019-11-30,111990.0,71388.0,204564.0,161041.0,122378.0,73561.0,58715.0,2019
TRINITY COUNTY,County,TX,2019-12-31,112594.0,71365.0,206123.0,161775.0,122943.0,73807.0,58922.0,2019
GALVESTON COUNTY,County,TX,2019-12-31,231225.0,167928.0,413986.0,294835.0,213285.0,175778.0,126453.0,2019
HARRIS COUNTY,County,TX,2019-12-31,204727.0,134147.0,367926.0,245122.0,181664.0,137087.0,112067.0,2019
FORT BEND COUNTY,County,TX,2019-12-31,271623.0,192845.0,435557.0,302854.0,206225.0,174700.0,167259.0,2019
MONTGOMERY COUNTY,County,TX,2019-12-31,261593.0,171670.0,505768.0,316996.0,217409.0,161544.0,114200.0,2019
TRINITY COUNTY,County,TX,2020-01-31,113269.0,71480.0,207906.0,162449.0,123489.0,74036.0,59053.0,2020
HARRIS COUNTY,County,TX,2020-01-31,204523.0,133886.0,367493.0,244770.0,181569.0,136878.0,111914.0,2020
FORT BEND COUNTY,County,TX,2020-01-31,271696.0,192444.0,435307.0,302792.0,206416.0,175223.0,167818.0,2020
MONTGOMERY COUNTY,County,TX,2020-01-31,262156.0,172174.0,507680.0,317721.0,218078.0,162264.0,114550.0,2020
GALVESTON COUNTY,County,TX,2020-01-31,231958.0,168325.0,414475.0,294787.0,214169.0,176946.0,127085.0,2020
TRINITY COUNTY,County,TX,2020-02-29,113289.0,71020.0,208935.0,163036.0,123629.0,73983.0,58851.0,2020
GALVESTON COUNTY,County,TX,2020-02-29,232058.0,167878.0,414967.0,294099.0,214404.0,177948.0,127574.0,2020
MONTGOMERY COUNTY,County,TX,2020-02-29,264148.0,173743.0,511761.0,319979.0,219581.0,163840.0,115757.0,2020
FORT BEND COUNTY,County,TX,2020-02-29,271547.0,191728.0,434811.0,302562.0,206350.0,175425.0,168743.0,2020
HARRIS COUNTY,County,TX,2020-02-29,204628.0,133976.0,367423.0,244603.0,181696.0,137693.0,112177.0,2020
HARRIS COUNTY,County,TX,2020-03-31,205971.0,134685.0,369452.0,245907.0,182982.0,139177.0,112953.0,2020
FORT BEND COUNTY,County,TX,2020-03-31,271677.0,191539.0,435282.0,302721.0,206565.0,175715.0,169052.0,2020
MONTGOMERY COUNTY,County,TX,2020-03-31,264440.0,174223.0,512248.0,320622.0,219543.0,164583.0,116288.0,2020
GALVESTON COUNTY,County,TX,2020-03-31,231942.0,167623.0,415260.0,293340.0,214449.0,178619.0,127947.0,2020
TRINITY COUNTY,County,TX,2020-03-31,113274.0,70744.0,208188.0,163170.0,123435.0,73983.0,58703.0,2020
GALVESTON COUNTY,County,TX,2020-04-30,232211.0,167873.0,416210.0,293543.0,214737.0,179461.0,128074.0,2020
MONTGOMERY COUNTY,County,TX,2020-04-30,265147.0,175124.0,514047.0,321704.0,220022.0,165170.0,117071.0,2020
TRINITY COUNTY,County,TX,2020-04-30,113138.0,70541.0,207175.0,163062.0,123184.0,73901.0,58481.0,2020
HARRIS COUNTY,County,TX,2020-04-30,207444.0,135296.0,371496.0,247388.0,184421.0,140452.0,113429.0,2020
FORT BEND COUNTY,County,TX,2020-04-30,272115.0,191520.0,436321.0,303184.0,207155.0,175973.0,168890.0,2020
HARRIS COUNTY,County,TX,2020-05-31,208860.0,135981.0,373406.0,248834.0,185854.0,141422.0,114013.0,2020
FORT BEND COUNTY,County,TX,2020-05-31,272908.0,191786.0,438231.0,304066.0,208001.0,176370.0,169086.0,2020
MONTGOMERY COUNTY,County,TX,2020-05-31,264858.0,175268.0,513715.0,321354.0,219645.0,165267.0,117266.0,2020
GALVESTON COUNTY,County,TX,2020-05-31,232668.0,168270.0,416113.0,293639.0,215211.0,180248.0,128386.0,2020
TRINITY COUNTY,County,TX,2020-05-31,113411.0,70663.0,206364.0,162957.0,123219.0,74126.0,58417.0,2020
HARRIS COUNTY,County,TX,2020-06-30,209504.0,136202.0,374215.0,249514.0,186506.0,142005.0,114226.0,2020
FORT BEND COUNTY,County,TX,2020-06-30,273767.0,192384.0,439642.0,304922.0,208914.0,177066.0,170203.0,2020
MONTGOMERY COUNTY,County,TX,2020-06-30,265323.0,176065.0,515418.0,321799.0,220093.0,165830.0,117830.0,2020
GALVESTON COUNTY,County,TX,2020-06-30,233808.0,169004.0,417373.0,294743.0,216315.0,181551.0,129162.0,2020
TRINITY COUNTY,County,TX,2020-06-30,113503.0,70906.0,206918.0,162723.0,123352.0,74279.0,58485.0,2020
TRINITY COUNTY,County,TX,2020-07-31,113826.0,70900.0,207270.0,162712.0,123561.0,74511.0,58664.0,2020
GALVESTON COUNTY,County,TX,2020-07-31,235677.0,170376.0,420085.0,296938.0,218020.0,183194.0,130254.0,2020
FORT BEND COUNTY,County,TX,2020-07-31,274333.0,192918.0,440735.0,305578.0,209460.0,177519.0,171225.0,2020
HARRIS COUNTY,County,TX,2020-07-31,210457.0,136556.0,375730.0,250593.0,187409.0,142827.0,114643.0,2020
MONTGOMERY COUNTY,County,TX,2020-07-31,265966.0,176800.0,517137.0,322474.0,220589.0,166519.0,118472.0,2020
HARRIS COUNTY,County,TX,2020-08-31,211581.0,136916.0,377692.0,251928.0,188436.0,143818.0,114946.0,2020
FORT BEND COUNTY,County,TX,2020-08-31,275446.0,193658.0,442472.0,306818.0,210423.0,178272.0,171873.0,2020
MONTGOMERY COUNTY,County,TX,2020-08-31,266875.0,177913.0,520292.0,323910.0,221378.0,167253.0,119029.0,2020
GALVESTON COUNTY,County,TX,2020-08-31,237442.0,171743.0,423083.0,299050.0,219622.0,184761.0,131202.0,2020
TRINITY COUNTY,County,TX,2020-08-31,114379.0,71063.0,207837.0,163191.0,124058.0,74880.0,59129.0,2020
GALVESTON COUNTY,County,TX,2020-09-30,238989.0,172822.0,425541.0,300652.0,220981.0,186448.0,132046.0,2020
MONTGOMERY COUNTY,County,TX,2020-09-30,268506.0,179327.0,523791.0,326195.0,222652.0,168343.0,119872.0,2020
TRINITY COUNTY,County,TX,2020-09-30,115107.0,70793.0,208277.0,164465.0,124711.0,75285.0,59570.0,2020
HARRIS COUNTY,County,TX,2020-09-30,213399.0,137781.0,380893.0,254026.0,190094.0,145328.0,116078.0,2020
FORT BEND COUNTY,County,TX,2020-09-30,276598.0,194051.0,444391.0,308153.0,211376.0,178879.0,171681.0,2020
FORT BEND COUNTY,County,TX,2020-10-31,278497.0,194927.0,447386.0,310242.0,212922.0,180144.0,172085.0,2020
MONTGOMERY COUNTY,County,TX,2020-10-31,270450.0,180938.0,527895.0,328785.0,224286.0,169706.0,120624.0,2020
GALVESTON COUNTY,County,TX,2020-10-31,240522.0,173879.0,427986.0,301744.0,222275.0,188694.0,133077.0,2020
TRINITY COUNTY,County,TX,2020-10-31,115836.0,70610.0,208683.0,165581.0,125353.0,75621.0,59832.0,2020
HARRIS COUNTY,County,TX,2020-10-31,215083.0,138588.0,383959.0,255885.0,191638.0,146723.0,117218.0,2020
HARRIS COUNTY,County,TX,2020-11-30,217119.0,139869.0,387344.0,258077.0,193497.0,148568.0,118900.0,2020
FORT BEND COUNTY,County,TX,2020-11-30,280742.0,196132.0,450899.0,312796.0,214717.0,181523.0,172877.0,2020
MONTGOMERY COUNTY,County,TX,2020-11-30,273453.0,183089.0,533646.0,332402.0,226464.0,171640.0,122009.0,2020
GALVESTON COUNTY,County,TX,2020-11-30,242226.0,174604.0,430872.0,303134.0,223578.0,190990.0,134194.0,2020
TRINITY COUNTY,County,TX,2020-11-30,116437.0,70755.0,210127.0,166834.0,126066.0,75951.0,59938.0,2020
GALVESTON COUNTY,County,TX,2020-12-31,244247.0,175818.0,434555.0,305067.0,225262.0,193233.0,135328.0,2020
TRINITY COUNTY,County,TX,2020-12-31,116896.0,71177.0,211381.0,167655.0,126625.0,76231.0,60101.0,2020
FORT BEND COUNTY,County,TX,2020-12-31,284031.0,198511.0,455970.0,316509.0,217351.0,183558.0,173742.0,2020
HARRIS COUNTY,County,TX,2020-12-31,219051.0,140968.0,390508.0,260241.0,195238.0,150134.0,119957.0,2020
MONTGOMERY COUNTY,County,TX,2020-12-31,275833.0,184762.0,538530.0,335314.0,228211.0,173246.0,123364.0,2020
HARRIS COUNTY,County,TX,2021-01-31,221311.0,142166.0,394141.0,262903.0,197254.0,151686.0,120986.0,2021
FORT BEND COUNTY,County,TX,2021-01-31,287239.0,200681.0,461090.0,320190.0,219914.0,185282.0,174357.0,2021
MONTGOMERY COUNTY,County,TX,2021-01-31,278551.0,186434.0,543731.0,338551.0,230350.0,174548.0,124534.0,2021
GALVESTON COUNTY,County,TX,2021-01-31,246516.0,177501.0,438545.0,307989.0,227139.0,195263.0,136370.0,2021
TRINITY COUNTY,County,TX,2021-01-31,117296.0,71580.0,212185.0,168419.0,127232.0,76543.0,60376.0,2021
TRINITY COUNTY,County,TX,2021-02-28,118185.0,72465.0,214178.0,169678.0,128277.0,77140.0,61220.0,2021
MONTGOMERY COUNTY,County,TX,2021-02-28,280482.0,187551.0,547225.0,340796.0,232106.0,175259.0,125221.0,2021
GALVESTON COUNTY,County,TX,2021-02-28,249218.0,179802.0,442567.0,311315.0,229478.0,197427.0,137469.0,2021
HARRIS COUNTY,County,TX,2021-02-28,223627.0,143218.0,398089.0,265811.0,199315.0,152614.0,121852.0,2021
FORT BEND COUNTY,County,TX,2021-02-28,291134.0,203063.0,467256.0,324618.0,222985.0,187582.0,175653.0,2021
HARRIS COUNTY,County,TX,2021-03-31,225216.0,143987.0,400947.0,267914.0,200679.0,153094.0,122494.0,2021
FORT BEND COUNTY,County,TX,2021-03-31,295330.0,205140.0,473636.0,329336.0,226194.0,190114.0,178055.0,2021
MONTGOMERY COUNTY,County,TX,2021-03-31,283836.0,189530.0,553549.0,344509.0,235105.0,176744.0,126530.0,2021
GALVESTON COUNTY,County,TX,2021-03-31,252610.0,182324.0,447415.0,315427.0,232355.0,200267.0,139034.0,2021
TRINITY COUNTY,County,TX,2021-03-31,119015.0,73108.0,217188.0,170972.0,129486.0,77572.0,62121.0,2021
GALVESTON COUNTY,County,TX,2021-04-30,256492.0,184927.0,453051.0,319846.0,235690.0,203629.0,141268.0,2021
HARRIS COUNTY,County,TX,2021-04-30,227085.0,145058.0,404434.0,270365.0,202258.0,153934.0,123540.0,2021
FORT BEND COUNTY,County,TX,2021-04-30,300229.0,207716.0,480672.0,334836.0,229860.0,193111.0,180619.0,2021
MONTGOMERY COUNTY,County,TX,2021-04-30,287240.0,191370.0,559065.0,348261.0,238016.0,178602.0,127973.0,2021
TRINITY COUNTY,County,TX,2021-04-30,119988.0,73453.0,221263.0,172801.0,130821.0,78029.0,63072.0,2021
