SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,August-29-2019,Single Family Residential,10726 Silkwood Dr,Houston,TX,77031,155000,4,2.0,Braeburn Valley West,1835,7512,1973,642,84,35,Sold,,,http://www.redfin.com/TX/Houston/10726-Silkwood-Dr-77031/home/30260371,HARMLS,28927450,N,Y,29.6634061,-95.5378802
PAST SALE,November-6-2019,Single Family Residential,9131 Tooley Dr,Houston,TX,77031,175000,3,2.5,Braeburn Valley West Sec 01,2234,6671,1971,573,78,29,Sold,,,http://www.redfin.com/TX/Houston/9131-Tooley-Dr-77031/home/30235347,HARMLS,29844984,N,Y,29.6679659,-95.5389052
PAST SALE,March-16-2018,Single Family Residential,8903 Tavistock Dr,Houston,TX,77031,229000,4,2.5,Glenshire Sec 08,2718,9339,1977,1173,84,42,Sold,,,http://www.redfin.com/TX/Houston/8903-Tavistock-Dr-77031/home/30343728,HARMLS,30438800,N,Y,29.6497856,-95.5387822
PAST SALE,February-10-2017,Single Family Residential,9010 Sterlingame Dr,Houston,TX,77031,190000,4,2.5,Glenshire Sec 06,2078,8469,1974,1572,91,36,Sold,,,http://www.redfin.com/TX/Houston/9010-Sterlingame-Dr-77031/home/30292637,HARMLS,36581782,N,Y,29.6513213,-95.5409144
PAST SALE,March-8-2019,Vacant Land,0 Brighton Ln,Houston,TX,77031,299000,,,Braeburn Gardens,,40000,,816,,,Sold,,,http://www.redfin.com/TX/Houston/0-Brighton-Ln-77031/home/148751739,HARMLS,67158350,N,Y,29.647527,-95.558685
PAST SALE,March-28-2017,Vacant Land,0 Bedford,Houston,TX,77031,319000,,,Braeburn Gardens,,,,1526,,,Sold,,,http://www.redfin.com/TX/HOUSTON/BEDFORD-ST-77031/home/29987292,HARMLS,10742009,N,Y,29.648759,-95.553193
PAST SALE,March-6-2019,Vacant Land,0 Windsor Ln,Houston,TX,77031,420000,,,Braeburn Gardens,,59699,,818,,,Sold,,,http://www.redfin.com/TX/HOUSTON/WINDSOR-LN-77031/home/147778108,HARMLS,73623129,N,Y,29.642958,-95.557743
PAST SALE,November-18-2019,Vacant Land,12405 Lightcliffe Dr,Houston,TX,77031,74990,,,Glenshire Sec 06,,15949,,561,,32,Sold,,,http://www.redfin.com/TX/Houston/12405-Lightcliffe-Dr-77031/home/167161647,HARMLS,78059359,N,Y,29.648318,-95.537114
PAST SALE,June-7-2019,Vacant Land,0 Altonbury Ln,Houston,TX,77031,250000,,,Braeburn Gardens,,28500,,725,,,Sold,,,http://www.redfin.com/TX/HOUSTON/ALTONBURY-LN-77031/home/148043528,HARMLS,32231652,N,Y,29.644631,-95.561758
PAST SALE,November-18-2019,Vacant Land,12409 Lightcliffe Dr,Houston,TX,77031,74990,,,Glenshire Sec 06,,11337,,561,,32,Sold,,,http://www.redfin.com/TX/Houston/12409-Lightcliffe-Dr-77031/home/144310753,HARMLS,9365736,N,Y,29.648317,-95.537114
PAST SALE,May-25-2017,Single Family Residential,9811 Halliford,Houston,TX,77031,159900,4,2.0,Glenshire,1654,,1972,1468,97,38,Sold,,,http://www.redfin.com/TX/Houston/9811-Halliford-Dr-77031/home/30252231,HARMLS,27278824,N,Y,29.6508853,-95.5524378
PAST SALE,June-20-2017,Single Family Residential,9302 Bankside Dr,Houston,TX,77031,175000,4,2.0,Braeburn Valley West Sec 02,2400,7700,1972,1442,73,27,Sold,,,http://www.redfin.com/TX/Houston/9302-Bankside-Dr-77031/home/30260019,HARMLS,86206487,N,Y,29.66228,-95.5410784
PAST SALE,January-4-2017,Single Family Residential,9330 Portal Dr,Houston,TX,77031,174500,4,2.0,Braeburn Valley West,1994,7150,1972,1609,88,28,Sold,,,http://www.redfin.com/TX/Houston/9330-Portal-Dr-77031/home/30260038,HARMLS,84870744,N,Y,29.6600147,-95.541837
PAST SALE,,Single Family Residential,12411 Millbanks Dr,Houston,TX,77031,,3,2.0,,1836,7800,1973,,,,Sold,,,http://www.redfin.com/TX/Houston/12411-Millbanks-Dr-77031/home/30272284,HARMLS,,N,Y,29.6443622,-95.5454661
