SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,,Single Family Residential,6043 Beaudry Dr,Houston,TX,77035,273519,4,2.0,,2015,13000,1963,,136,,,,,http://www.redfin.com/TX/Houston/6043-Beaudry-Dr-77035/home/30167075,,,N,Y,29.6546957,-95.4977117
PAST SALE,September-28-2018,Single Family Residential,4719 Omeara Dr,Houston,TX,77035,624500,3,2.0,Willow Meadows Sec 08,2486,11050,1957,977,251,25,Sold,,,http://www.redfin.com/TX/Houston/4719-Omeara-Dr-77035/home/30129036,HARMLS,5353788,N,Y,29.6714519,-95.4574275
PAST SALE,August-8-2018,Single Family Residential,11017 Greenwillow St,Houston,TX,77035,280000,3,2.0,Willowbrook Sec 02,1599,8375,1959,1028,175,,Sold,,,http://www.redfin.com/TX/Houston/11017-Greenwillow-St-77035/home/30093814,HARMLS,29112634,N,Y,29.6587046,-95.4486043
PAST SALE,May-4-2018,Single Family Residential,11607 Hillcroft St,Houston,TX,77035,253500,3,2.0,Westbury Sec 03,1751,7980,1960,1124,145,,Sold,,,http://www.redfin.com/TX/Houston/11607-Hillcroft-St-77035/home/30116641,HARMLS,65062830,N,Y,29.652558,-95.4915658
PAST SALE,February-5-2020,Single Family Residential,11619 Dunlap St,Houston,TX,77035,360000,4,2.0,Parkwest,2844,15650,1962,482,127,25,Sold,,,http://www.redfin.com/TX/Houston/11619-Dunlap-St-77035/home/30167017,HARMLS,80195195,N,Y,29.6518452,-95.4929793
PAST SALE,August-21-2020,Single Family Residential,5127 Redstart St,Houston,TX,77035,359900,3,2.0,Westbury,1948,8362,1958,284,185,,Sold,,,http://www.redfin.com/TX/Houston/5127-Redstart-St-77035/home/30097575,HARMLS,23129846,N,Y,29.6607578,-95.4700197
PAST SALE,May-19-2020,Single Family Residential,11225 Cliffwood Dr,Houston,TX,77035,259900,3,2.0,Post Oak Manor,1242,7680,1957,378,209,,Sold,,,http://www.redfin.com/TX/Houston/11225-Cliffwood-Dr-77035/home/30130466,HARMLS,89553454,N,Y,29.6557812,-95.4560558
PAST SALE,May-4-2018,Single Family Residential,4418 Silverwood Dr,Houston,TX,77035,525000,3,2.0,Willow Meadows Sec 05,2667,10240,1956,1124,197,25,Sold,,,http://www.redfin.com/TX/Houston/4418-Silverwood-Dr-77035/home/30116358,HARMLS,94421821,N,Y,29.671032,-95.4522685
PAST SALE,July-20-2018,Single Family Residential,4618 Hummingbird St,Houston,TX,77035,318000,3,2.0,Willowbrook,1485,7910,1960,1047,214,,Sold,,,http://www.redfin.com/TX/Houston/4618-Hummingbird-St-77035/home/30094005,HARMLS,52811887,N,Y,29.6595606,-95.4552369
PAST SALE,July-13-2018,Single Family Residential,4821 Hazelton St,Houston,TX,77035,283900,3,1.5,Willow Bend,1733,8400,1955,1054,164,,Sold,,,http://www.redfin.com/TX/Houston/4821-Hazelton-St-77035/home/30064542,HARMLS,96260707,N,Y,29.6666443,-95.4602118
