SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,April-9-2018,Single Family Residential,9227 Guywood St,Houston,TX,77040,124000,3,2.0,Woodland Trails North Sec 01,1484,7590,1971,1149,84,10,Sold,,,http://www.redfin.com/TX/Houston/9227-Guywood-St-77040/home/30253900,HARMLS,91819561,N,Y,29.8752309,-95.5013175
PAST SALE,April-13-2018,Single Family Residential,14710 Wind Free Dr,Houston,TX,77040,194900,4,2.5,Windfern Forest Sec 02,2029,6300,1980,1145,96,34,Sold,,,http://www.redfin.com/TX/Houston/14710-Wind-Free-Dr-77040/home/30421372,HARMLS,83573675,N,Y,29.8938079,-95.5462453
PAST SALE,October-18-2019,Townhouse,7810 Breman Crest Ln,Houston,TX,77040,229000,3,3.5,Stoneyway Village,2472,1586,2004,592,93,204,Sold,,,http://www.redfin.com/TX/Houston/7810-Breman-Crest-Ln-77040/home/29215933,HARMLS,68259180,N,Y,29.886277,-95.54123
PAST SALE,February-26-2021,Single Family Residential,6935 Poncha Springs Ct,Houston,TX,77040,250000,3,2.0,Audubon,2306,5490,2009,95,108,33,Sold,,,http://www.redfin.com/TX/Houston/6935-Poncha-Springs-Ct-77040/home/34212253,HARMLS,78447749,N,Y,29.8711224,-95.5328371
PAST SALE,June-2-2020,Single Family Residential,6342 Wilshire Rdg,Houston,TX,77040,240000,3,2.5,Wilshire Court Sec 1,1975,3348,2007,364,122,70,Sold,,,http://www.redfin.com/TX/Houston/6342-Wilshire-Rdg-77040/home/29418077,HARMLS,80727526,N,Y,29.8559731,-95.5017273
PAST SALE,November-30-2020,Single Family Residential,7843 Yellow Pine Dr,Houston,TX,77040,189000,3,2.5,Woodland Oaks,1627,7200,1978,183,116,11,Sold,,,http://www.redfin.com/TX/Houston/7843-Yellow-Pine-Dr-77040/home/30565826,HARMLS,70901668,N,Y,29.8867077,-95.5091856
PAST SALE,April-17-2019,Townhouse,7929 Ellinger Ln,Houston,TX,77040,130000,3,2.5,Fawndale,1443,2640,1979,776,90,194,Sold,,,http://www.redfin.com/TX/Houston/7929-Ellinger-Ln-77040/unit-770/home/30303074,HARMLS,18077948,N,Y,29.849331,-95.512009
PAST SALE,June-12-2020,Townhouse,8002 Stoneyway Dr,Houston,TX,77040,220000,3,2.5,Stoneyway Village R P,2256,1672,2003,354,98,204,Sold,,,http://www.redfin.com/TX/Houston/8002-Stoneyway-Dr-77040/home/29215898,HARMLS,68852968,N,Y,29.88838,-95.54161
PAST SALE,February-8-2021,Single Family Residential,7812 Breman Crest Ln,Houston,TX,77040,285000,3,3.5,Stoneyway Village R P,2832,1410,2005,113,101,204,Sold,,,http://www.redfin.com/TX/Houston/7812-Breman-Crest-Ln-77040/home/29215934,HARMLS,40946992,N,Y,29.886311,-95.54115
PAST SALE,November-14-2019,Single Family Residential,15501 Lakeview Dr,Jersey Village,TX,77040,199000,3,2.0,Jersey Village 02 R/p,1972,12000,1977,565,101,,Sold,,,http://www.redfin.com/TX/Jersey-Village/15501-Lakeview-Dr-77040/home/30078138,HARMLS,38889924,N,Y,29.888037,-95.5549396
PAST SALE,October-26-2020,Single Family Residential,7922 Audubon Springs Dr,Houston,TX,77040,234500,3,2.0,Audubon,2091,5500,2010,218,112,38,Sold,,,http://www.redfin.com/TX/Houston/7922-Audubon-Springs-Dr-77040/home/40207075,HARMLS,26954888,N,Y,29.8720256,-95.5295573
PAST SALE,June-5-2017,Single Family Residential,16210 Singapore Ln,Jersey Village,TX,77040,314000,4,2.5,Jersey Village,2653,10625,1977,1457,118,,Sold,,,http://www.redfin.com/TX/Jersey-Village/16210-Singapore-Ln-77040/home/30293034,HARMLS,9756897,N,Y,29.8821183,-95.5660556
PAST SALE,March-20-2018,Single Family Residential,5610 Hawley Ln,Houston,TX,77040,250000,2,3.0,Yaupon Grove,2469,31798,1984,1169,101,,Sold,,,http://www.redfin.com/TX/Houston/5610-Hawley-Ln-77040/home/30112741,HARMLS,70390833,N,Y,29.8469717,-95.5166038
PAST SALE,September-20-2017,Single Family Residential,16213 De Lozier St,Jersey Village,TX,77040,219000,4,2.0,Country Club Estates Sec 03,1932,12800,1978,1350,113,,Sold,,,http://www.redfin.com/TX/Jersey-Village/16213-Delozier-St-77040/home/30319826,HARMLS,41308484,N,Y,29.887891,-95.5675119
PAST SALE,November-29-2017,Single Family Residential,15814 Singapore Ln,Jersey Village,TX,77040,299900,3,2.5,Jersey Village Country Club,2691,16428,1974,1280,111,,Sold,,,http://www.redfin.com/TX/Jersey-Village/15814-Singapore-Ln-77040/home/30272618,HARMLS,37655242,N,Y,29.8826086,-95.5602923
PAST SALE,October-31-2017,Single Family Residential,7211 Log View Dr,Houston,TX,77040,127900,3,1.5,Woodland Trails North Sec 07,1062,6600,1977,1309,120,25,Sold,,,http://www.redfin.com/TX/Houston/7211-Log-View-Dr-77040/home/30339989,HARMLS,3631144,N,Y,29.889607,-95.4990638
PAST SALE,December-29-2017,Single Family Residential,16233 Congo Ln,Jersey Village,TX,77040,279900,4,2.5,Country Club Estates 02 Anne,2338,12325,1977,1250,120,,Sold,,,http://www.redfin.com/TX/Jersey-Village/16233-Congo-Ln-77040/home/30293056,HARMLS,16522638,N,Y,29.8824148,-95.5675734
PAST SALE,March-23-2018,Single Family Residential,15318 Jersey Dr,Jersey Village,TX,77040,229000,4,2.0,Jersey Village,2521,34900,1962,1166,91,,Sold,,,http://www.redfin.com/TX/Jersey-Village/15318-Jersey-Dr-77040/home/30078076,HARMLS,70723984,N,Y,29.8855882,-95.5531761
PAST SALE,February-27-2018,Townhouse,6435 W Linpar Ct,Houston,TX,77040,208900,3,2.5,Enclave By Texas Casador,2278,2001,2003,1190,92,171,Sold,,,http://www.redfin.com/TX/Houston/6435-W-Linpar-Ct-77040/home/29200645,HARMLS,35789869,N,Y,29.8555825,-95.507479
PAST SALE,February-26-2018,Single Family Residential,7231 Woodsman Trl,Houston,TX,77040,119900,3,1.5,Woodland Trails North Sec 07,1132,6960,1976,1191,106,21,Sold,,,http://www.redfin.com/TX/Houston/7231-Woodsman-Trl-77040/home/30339764,HARMLS,24761896,N,Y,29.8857502,-95.4997194
