SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,January-19-2017,Single Family Residential,8706 Fannette St,Houston,TX,77029,125000,3,2.0,Pleasantville Sec 08,1866,5562,1955,1594,67,,Sold,,,http://www.redfin.com/TX/Houston/8706-Fannette-St-77029/home/30101856,HARMLS,13424669,N,Y,29.7668379,-95.2696383
PAST SALE,December-22-2016,Single Family Residential,1610 Jennifer Ln,Jacinto City,TX,77029,55000,2,1.0,Mangum Place Sec 03,1050,7548,1960,1622,52,,Sold,,,http://www.redfin.com/TX/Houston/1610-Jennifer-Ln-77029/home/30011589,HARMLS,90702404,N,Y,29.762442,-95.2296651
PAST SALE,July-17-2020,Vacant Land,315 Massachusetts St,Houston,TX,77029,23500,,,Fidelity,,5000,,319,,,Sold,,,http://www.redfin.com/TX/Houston/315-Massachusetts-St-77029/home/29670851,HARMLS,47495270,N,Y,29.734286,-95.256155
PAST SALE,April-27-2020,Vacant Land,242 Mississippi St,Houston,TX,77029,25000,,,Clinton Park,,6138,,400,,,Sold,,,http://www.redfin.com/TX/Houston/242-Mississippi-St-77029/home/29970142,HARMLS,88242952,N,Y,29.74328,-95.258814
PAST SALE,January-22-2018,Vacant Land,233 Owens,Houston,TX,77029,13500,,,Clinton Park,,6745,,1226,,,Sold,,,http://www.redfin.com/TX/Houston/233-Owens-St-77029/home/29970496,HARMLS,47572904,N,Y,29.741123,-95.259375
PAST SALE,July-13-2020,Vacant Land,10430 Muscatine St,Houston,TX,77029,55000,,,Jacinto Gardens,,7503,,323,,,Sold,,,http://www.redfin.com/TX/Houston/10430-Muscatine-St-77029/home/30010950,HARMLS,27953259,N,Y,29.7700946,-95.2443289
PAST SALE,August-19-2017,Vacant Land,315-335 Delaware St,Houston,TX,77029,12500,,,Fidelity,,10000,,1382,,,Sold,,,http://www.redfin.com/TX/Houston/315-Delaware-St-77029/home/112832244,HARMLS,67391041,N,Y,29.73841,-95.25627
PAST SALE,January-11-2019,Vacant Land,9720 Turnbow,Houston,TX,77029,12499,,,Fidelity,,5000,,872,,,Sold,,,http://www.redfin.com/TX/Houston/9720-Turnbow-St-77029/home/144445269,HARMLS,69172620,N,Y,29.7505627,-95.256746
PAST SALE,August-27-2018,Vacant Land,0 Bucroft St,Houston,TX,77029,20000,,,Fidelity,,7500,,1009,,,Sold,,,http://www.redfin.com/TX/Houston/Bucroft-St-77029/home/146700297,HARMLS,12555214,N,Y,29.757635,-95.256665
PAST SALE,August-26-2020,Vacant Land,0 Bolden St,Houston,TX,77029,22000,,,Fidelity,,5000,,279,,,Sold,,,http://www.redfin.com/TX/HOUSTON/BOLDEN-ST-77029/home/29671762,HARMLS,62686801,N,Y,29.739092,-95.256209
PAST SALE,February-27-2020,Vacant Land,9806 Fillmore St,Houston,TX,77029,43000,,,Fidelity,,10000,,460,,,Sold,,,http://www.redfin.com/TX/Houston/9806-Fillmore-St-77029/home/29673238,HARMLS,22406226,N,Y,29.7586678,-95.2555282
PAST SALE,June-5-2020,Vacant Land,415 Armstrong St,Houston,TX,77029,60000,,,Fidelity,,15000,,361,,,Sold,,,http://www.redfin.com/TX/Houston/415-Armstrong-St-77029/home/43508846,HARMLS,51611145,N,Y,29.737062,-95.254626
PAST SALE,February-13-2018,Vacant Land,7919 Clinton Dr,Houston,TX,77029,60000,,,Port Houston Ns,,14309,,1204,,,Sold,,,http://www.redfin.com/TX/Houston/7919-Clinton-Dr-77029/home/92196323,HARMLS,96821924,N,Y,29.7518988,-95.2857863
PAST SALE,October-24-2016,Vacant Land,209 Armstrong St,Houston,TX,77029,10500,,,Clinton Park,,7027,,1681,,,Sold,,,http://www.redfin.com/TX/Houston/209-Armstrong-St-77029/home/29969863,HARMLS,1671782,N,Y,29.736792,-95.25825
PAST SALE,June-11-2019,Vacant Land,11919 Market St,Houston,TX,77029,250000,,,Conception Martinez Abs 545,,47306,,721,,,Sold,,,http://www.redfin.com/TX/Houston/11919-Market-St-77029/home/145986153,HARMLS,83451971,N,Y,29.768653,-95.225828
PAST SALE,September-11-2020,Vacant Land,0 Lanewell St,Houston,TX,77029,43000,,,Fidelity,,10559,,263,,,Sold,,,http://www.redfin.com/TX/HOUSTON/LANE-ST-77029/home/29835809,HARMLS,10549162,N,Y,29.760191,-95.251333
PAST SALE,,Vacant Land,0 Garcroft,Houston,TX,77029,,,,,,5000,,,,,Sold,,,http://www.redfin.com/TX/HOUSTON/GARCROFT-77029/home/110193189,HARMLS,,N,Y,29.754239,-95.254905
PAST SALE,February-4-2019,Vacant Land,0 Bennett St,Houston,TX,77029,14999,,,Fidelity,,5000,,848,,,Sold,,,http://www.redfin.com/TX/Houston/Bennett-St-77029/home/146257486,HARMLS,98573884,N,Y,29.751192,-95.254418
PAST SALE,,Vacant Land,VEYBLUM ST,HOUSTON,TX,77029,11400,,,,,2500,,,,,,,,http://www.redfin.com/TX/HOUSTON/VEYBLUM-ST-77029/home/29671571,,,N,Y,29.749662,-95.256442
PAST SALE,March-16-2018,Vacant Land,337 Cartersville St,Houston,TX,77029,12900,,,Fidelity,,5000,,1173,,,Sold,,,http://www.redfin.com/TX/Houston/337-Cartersville-St-77029/home/29671667,HARMLS,87352143,N,Y,29.7418272,-95.2558954
PAST SALE,July-2-2020,Vacant Land,0 Bennett St,Houston,TX,77029,25000,,,Fidelity,,5000,,334,,,Sold,,,http://www.redfin.com/TX/HOUSTON/BENNETT-ST-77029/home/29673048,HARMLS,96623647,N,Y,29.7515,-95.254516
PAST SALE,July-3-2018,Vacant Land,110 Armstrong St,Houston,TX,77029,15000,,,Clinton Park,,5907,,1064,,,Sold,,,http://www.redfin.com/TX/Houston/110-Armstrong-St-77029/home/29969874,HARMLS,74851916,N,Y,29.7358798,-95.259119
PAST SALE,July-31-2019,Vacant Land,109 Gans St,Houston,TX,77029,17000,,,Clinton Park,,6983,,671,,,Sold,,,http://www.redfin.com/TX/Houston/109-Gans-St-77029/home/29969893,HARMLS,51072900,N,Y,29.73567,-95.258712
PAST SALE,December-22-2017,Vacant Land,0 Cartersville,Houston,TX,77029,5500,,,Fidelity,,2500,,1257,,,Sold,,,http://www.redfin.com/TX/HOUSTON/CARTERSVILLE-ST-77029/home/30696661,HARMLS,16059492,N,Y,29.741829,-95.256871
