SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,February-28-2020,Single Family Residential,2109 Bissonnet St,Houston,TX,77005,575000,2,2.0,Southampton Place,1254,6000,1950,459,459,,Sold,,,http://www.redfin.com/TX/Houston/2109-Bissonnet-St-77005/home/29825146,HARMLS,80096041,N,Y,29.7253669,-95.4092235
PAST SALE,October-24-2019,Condo/Co-op,4041 Drake St #204,Houston,TX,77005,169900,2,1.0,Oaks At West University,802,56121,1984,586,212,325,Sold,,,http://www.redfin.com/TX/Houston/4041-Drake-St-77005/unit-204/home/29255960,HARMLS,29244369,N,Y,29.725128,-95.4423613
PAST SALE,December-16-2020,Condo/Co-op,4041 Law St #402,Houston,TX,77005,204000,2,2.0,Oaks At West University,1042,55466,1984,167,196,390,Sold,,,http://www.redfin.com/TX/Houston/4041-Law-St-77005/unit-402/home/29255980,HARMLS,54521644,N,Y,29.7243261,-95.4421157
PAST SALE,September-10-2018,Townhouse,5333 Dora St,Houston,TX,77005,819000,4,3.5,Dora Street Twnhms,3297,2768,2001,995,248,100,Sold,,,http://www.redfin.com/TX/Houston/5333-Dora-St-77005/home/30727199,HARMLS,32676283,N,Y,29.72478,-95.3960085
PAST SALE,December-9-2019,Single Family Residential,5605 Jane Austen St,West University Place,TX,77005,899500,4,3.5,College Park,3200,2997,2000,540,281,125,Sold,,,http://www.redfin.com/TX/Houston/5605-Jane-Austen-St-77005/home/30703307,HARMLS,20053492,N,Y,29.720497,-95.4414403
PAST SALE,May-24-2021,Single Family Residential,4222 Drake St,Houston,TX,77005,645000,3,2.5,Roc Homes Single Family/drake,2498,2500,2012,8,258,,Sold,,,http://www.redfin.com/TX/Houston/4222-Drake-St-77005/home/52561498,HARMLS,96828950,N,Y,29.7254698,-95.4455748
PAST SALE,November-28-2017,Single Family Residential,6624 Community Dr,West University Place,TX,77005,975000,4,3.5,Colonial Terrace,3494,5000,2002,1281,279,,Sold,,,http://www.redfin.com/TX/Houston/6624-Community-Dr-77025/home/29872276,HARMLS,83341834,N,Y,29.708516,-95.4470281
PAST SALE,August-1-2016,Single Family Residential,3912 Milton St,West University Place,TX,77005,1295000,4,3.5,Collegeview Sec 03,3567,5000,1993,1765,363,,Sold,,,http://www.redfin.com/TX/Houston/3912-Milton-St-77005/home/29839240,HARMLS,63859893,N,Y,29.7162902,-95.440069
PAST SALE,August-30-2019,Condo/Co-op,5220 Weslayan St #111,Houston,TX,77005,205000,2,1.0,Weslayan Condo,1255,111176,1983,641,163,509,Sold,,,http://www.redfin.com/TX/Houston/5220-Weslayan-St-77005/unit-111/home/30547395,HARMLS,95562758,N,Y,29.725702,-95.442237
PAST SALE,April-26-2018,Townhouse,2436 Bissonnet St #8,Houston,TX,77005,445000,3,3.5,Southampton Live/work T/h,2144,1443,2000,1132,208,350,Sold,,,http://www.redfin.com/TX/Houston/2436-Bissonnet-St-77005/unit-8/home/30720456,HARMLS,42056429,N,Y,29.7256754,-95.4163119
PAST SALE,June-17-2019,Single Family Residential,2915 Robinhood St,Houston,TX,77005,1235000,4,3.5,Monticello,3652,6090,1984,715,338,,Sold,,,http://www.redfin.com/TX/Houston/2915-Robinhood-St-77005/home/29858440,HARMLS,44509733,N,Y,29.7207364,-95.4240252
PAST SALE,March-6-2020,Townhouse,18 Rutgers Pl,Houston,TX,77005,499900,2,2.5,West University Place,1960,2696,1982,452,255,250,Sold,,,http://www.redfin.com/TX/Houston/18-Rutgers-Pl-77005/home/29773686,HARMLS,34270575,N,Y,29.7066541,-95.4291612
PAST SALE,July-31-2020,Single Family Residential,4230 Marquette St,Houston,TX,77005,1030000,4,4.0,Colonial Terrace,2870,6250,1989,305,359,,Sold,,,http://www.redfin.com/TX/Houston/4230-Marquette-St-77005/home/29871104,HARMLS,67431026,N,Y,29.7102756,-95.4464755
PAST SALE,December-8-2016,Single Family Residential,2240 Wroxton Rd,Houston,TX,77005,875000,3,2.5,Southampton Place,2296,6000,1935,1636,381,6,Sold,,,http://www.redfin.com/TX/Houston/2240-Wroxton-Rd-77005/home/29825126,HARMLS,63823344,N,Y,29.7249151,-95.4117294
PAST SALE,April-17-2018,Single Family Residential,2106 Dunstan Rd,Houston,TX,77005,1239000,5,3.5,Southampton Place,4064,6136,1948,1141,305,,Sold,,,http://www.redfin.com/TX/Houston/2106-Dunstan-Rd-77005/home/29824372,HARMLS,69070393,N,Y,29.7209835,-95.4085791
PAST SALE,May-31-2018,Single Family Residential,2921 Rice Blvd,West University Place,TX,77005,1495000,4,3.5,Rice Court,3988,6300,1996,1097,375,,Sold,,,http://www.redfin.com/TX/Houston/2921-Rice-Blvd-77005/home/29870922,HARMLS,64966488,N,Y,29.7171208,-95.4241889
PAST SALE,July-9-2018,Townhouse,2621 Wroxton Unit A,West University Place,TX,77005,449500,2,2.0,Wroxton Residences,1435,,1983,1058,313,233,Sold,,,http://www.redfin.com/TX/Houston/2621-Wroxton-Rd-77005/unit-A/home/171512030,HARMLS,43286102,N,Y,29.72445,-95.41978
PAST SALE,August-31-2018,Single Family Residential,2931 Georgetown St,West University Place,TX,77005,1299000,4,3.5,Rice Court,3579,5775,1936,1005,363,,Sold,,,http://www.redfin.com/TX/Houston/2931-Georgetown-St-77005/home/29870928,HARMLS,54715892,N,Y,29.7178526,-95.4244958
PAST SALE,April-20-2018,Single Family Residential,6001 Fordham St,West University Place,TX,77005,1550000,4,4.0,Virginia Court,3553,5000,2017,1138,436,,Sold,,,http://www.redfin.com/TX/Houston/6001-Fordham-St-77005/home/29849405,HARMLS,76049567,N,Y,29.7184943,-95.4198308
PAST SALE,June-28-2016,Townhouse,3925 Law St,Houston,TX,77005,599990,3,3.5,West U,2833,1800,2015,1799,212,129,Sold,,,http://www.redfin.com/TX/Houston/3925-Law-St-77005/home/66047563,HARMLS,72841488,N,Y,29.7244007,-95.440978
PAST SALE,July-16-2018,Townhouse,1733 Bolsover St,Houston,TX,77005,999000,3,3.5,Southampton Court,2880,2650,1979,1051,347,,Sold,,,http://www.redfin.com/TX/Houston/1733-Bolsover-St-77005/home/29920334,HARMLS,13543362,N,Y,29.7218784,-95.4026676
PAST SALE,September-20-2018,Single Family Residential,2331 Bolsover St,Houston,TX,77005,1199000,4,5.0,Southampton Place,5530,7440,1989,985,217,37,Sold,,,http://www.redfin.com/TX/Houston/2331-Bolsover-St-77005/home/29824450,HARMLS,16626548,N,Y,29.7183305,-95.4122408
PAST SALE,June-14-2018,Single Family Residential,3823 Purdue,Houston,TX,77005,1925000,4,4.0,Montclair,4954,6912,2018,1083,389,,Sold,,,http://www.redfin.com/TX/Houston/3823-Purdue-St-77005/home/30000322,HARMLS,49309854,N,Y,29.7253659,-95.4393117
PAST SALE,February-28-2017,Single Family Residential,2201 Tangley Rd,Houston,TX,77005,1949000,5,5.0,Southampton Place,4300,6402,2016,1554,453,,Sold,,,http://www.redfin.com/TX/Houston/2201-Tangley-St-77005/home/29824411,HARMLS,79837471,N,Y,29.7206461,-95.4102156
PAST SALE,,Single Family Residential,3768 Harper,Houston,TX,77005,,4,4.5,,3360,7000,1989,,,,Sold,,,http://www.redfin.com/TX/Houston/3768-Harper-St-77005/home/29840288,HARMLS,,N,Y,29.7125284,-95.4364676
PAST SALE,May-1-2017,Single Family Residential,3016 Jarrard,West University Place,TX,77005,1375000,4,3.5,Rice Court,3834,5250,2006,1492,359,,Sold,,,http://www.redfin.com/TX/Houston/3016-Jarrard-St-77005/home/29870916,HARMLS,48234064,N,Y,29.7168329,-95.4253401
PAST SALE,February-24-2017,Single Family Residential,2716 Quenby,West University Place,TX,77005,1775000,4,4.0,Quenby Court,4732,6720,1991,1558,375,,Sold,,,http://www.redfin.com/TX/Houston/2716-Quenby-Ave-77005/home/29995313,HARMLS,95275080,N,Y,29.721938,-95.421401
PAST SALE,December-7-2016,Single Family Residential,5351 Institute Ln,Houston,TX,77005,3000000,4,4.5,Jandor Gardens,6300,7808,2017,1637,476,,Sold,,,http://www.redfin.com/TX/Houston/5351-Institute-Ln-77005/home/29839263,HARMLS,59914527,N,Y,29.724464,-95.3967774
PAST SALE,April-4-2017,Single Family Residential,4236 Law St,Houston,TX,77005,724900,4,3.5,College Court Place/west U,2878,2500,2017,1519,252,,Sold,,,http://www.redfin.com/TX/Houston/4236-Law-St-77005/home/144617254,HARMLS,40771344,N,Y,29.724783,-95.4463731
PAST SALE,,Single Family Residential,4033 Oberlin,West University Place,TX,77005,,4,3.5,,3851,5000,1993,,,,Sold,,,http://www.redfin.com/TX/Houston/4033-Oberlin-St-77005/home/29866254,HARMLS,,N,Y,29.7113174,-95.4425251
PAST SALE,July-29-2016,Single Family Residential,2829 Wroxton,West University Place,TX,77005,1150000,3,2.5,Monticello,3004,6195,1939,1768,383,,Sold,,,http://www.redfin.com/TX/West-University-Place/2829-Wroxton-Rd-77005/home/29858739,HARMLS,82648347,N,Y,29.724372,-95.4233705
PAST SALE,January-16-2018,Single Family Residential,2133 Quenby,Houston,TX,77005,1399000,4,3.5,Southampton Place,3786,6000,1948,1232,370,,Sold,,,http://www.redfin.com/TX/Houston/2133-Quenby-St-77005/home/29824171,HARMLS,90725402,N,Y,29.7217655,-95.4098678
PAST SALE,,Single Family Residential,3721 Farber St,Southside Place,TX,77005,,,,,,11250,,,,,Sold,,,http://www.redfin.com/TX/Houston/3721-Farber-St-77005/home/29840227,HARMLS,,N,Y,29.7099001,-95.4347274
PAST SALE,August-15-2016,Single Family Residential,5916 Charlotte St,West University Place,TX,77005,625000,2,1.0,Preston Place,1188,4550,1939,1751,526,,Sold,,,http://www.redfin.com/TX/Houston/5916-Charlotte-St-77005/home/29852398,HARMLS,49158894,N,Y,29.7187733,-95.4218359
PAST SALE,April-13-2018,Single Family Residential,3919 Rice Blvd,West University Place,TX,77005,1190000,4,3.5,Collegeview Sec 03,3747,5000,2003,1145,318,,Sold,,,http://www.redfin.com/TX/West-University-Place/3919-Rice-Blvd-77005/home/29839203,HARMLS,32062063,N,Y,29.7165692,-95.4404169
PAST SALE,September-22-2016,Single Family Residential,3422 Tangley,West University Place,TX,77005,1375000,4,4.0,West University Place,3456,7500,1940,1713,398,,Sold,,,http://www.redfin.com/TX/Houston/3422-Tangley-St-77005/home/29830674,HARMLS,27135900,N,Y,29.7202029,-95.4310029
PAST SALE,August-10-2016,Single Family Residential,4025 Swarthmore,West University Place,TX,77005,799000,4,2.0,Collegeview,2380,5700,1940,1756,336,,Sold,,,http://www.redfin.com/TX/Houston/4025-Swarthmore-St-77005/home/29866208,HARMLS,41880477,N,Y,29.7134666,-95.4422616
PAST SALE,August-16-2018,Single Family Residential,6325 Rutgers Ave,West University Place,TX,77005,2150000,4,4.5,West University Place Sec 01,5293,7500,2004,1020,406,,Sold,,,http://www.redfin.com/TX/Houston/6325-Rutgers-Ave-77005/home/29772683,HARMLS,21095264,N,Y,29.713865,-95.428427
PAST SALE,May-11-2017,Single Family Residential,3119 Rice Blvd,West University Place,TX,77005,695000,3,2.5,Rice Court,1652,5250,1935,1482,421,,Sold,,,http://www.redfin.com/TX/Houston/3119-Rice-Blvd-77005/home/29870958,HARMLS,87893904,N,Y,29.7170788,-95.4268694
PAST SALE,August-10-2017,Single Family Residential,3015 Amherst St,West University Place,TX,77005,1113000,5,4.0,Rice Court,3352,6250,1934,1391,332,,Sold,,,http://www.redfin.com/TX/Houston/3015-Amherst-St-77005/home/29871197,HARMLS,78106159,N,Y,29.7156988,-95.4253143
PAST SALE,June-25-2018,Single Family Residential,3710 Sunset Blvd,Houston,TX,77005,2099000,5,6.0,Sunset Terrace,5039,7440,2007,1072,417,,Sold,,,http://www.redfin.com/TX/West-University-Place/3710-Sunset-Blvd-77005/home/29963063,HARMLS,74034312,N,Y,29.7231213,-95.434093
PAST SALE,January-31-2018,Vacant Land,3720 Wroxton,West University Place,TX,77005,810000,,,Sunset Terrace,,7200,,1217,,,Sold,,,http://www.redfin.com/TX/Houston/3720-Wroxton-Rd-77005/home/29963637,HARMLS,49966863,N,Y,29.7245347,-95.4342772
PAST SALE,June-7-2018,Single Family Residential,3602 Rice Blvd,Houston,TX,77005,1899000,5,5.0,West University Place,5450,7500,1998,1090,348,,Sold,,,http://www.redfin.com/TX/Houston/3602-Rice-Blvd-77005/home/29830981,HARMLS,22060063,N,Y,29.717237,-95.432374
PAST SALE,August-10-2018,Townhouse,5052 Academy St,Houston,TX,77005,475000,2,2.5,College Court Place,1950,2484,1981,1026,244,,Sold,,,http://www.redfin.com/TX/Houston/5052-Academy-St-77005/home/29838246,HARMLS,16887567,N,Y,29.725823,-95.443426
PAST SALE,September-16-2016,Single Family Residential,4001 Coleridge,West University Place,TX,77005,1149000,4,3.5,Bissonnet Place,3078,6562,1992,1719,373,,Sold,,,http://www.redfin.com/TX/Houston/4001-Coleridge-St-77005/home/29877466,HARMLS,52441405,N,Y,29.7178605,-95.4413789
PAST SALE,December-28-2017,Single Family Residential,3718 Robinhood St,Houston,TX,77005,1950000,4,4.5,Sunset Terrace Sec 08,4596,7500,1997,1251,424,,Sold,,,http://www.redfin.com/TX/Houston/3718-Robinhood-St-77005/home/29963270,HARMLS,69218256,N,Y,29.7213937,-95.4344204
PAST SALE,June-28-2016,Single Family Residential,4244 Purdue St,Houston,TX,77005,599900,3,4.5,College Court Place,2621,,2016,1799,229,,Sold,,,http://www.redfin.com/TX/Houston/4244-Purdue-St-77005/home/112826311,HARMLS,10806426,N,Y,29.7261143,-95.4466264
PAST SALE,August-30-2018,Single Family Residential,4128 Sunset Blvd,West University Place,TX,77005,1049900,4,3.5,College Court Place West Univ,3483,5000,2004,1006,301,,Sold,,,http://www.redfin.com/TX/Houston/4128-Sunset-Blvd-77005/home/29838184,HARMLS,65365197,N,Y,29.7227051,-95.4442444
PAST SALE,,Single Family Residential,3729 Nottingham St,West University Place,TX,77005,,5,4.5,,6294,11250,2018,,,,Sold,,,http://www.redfin.com/TX/Houston/3729-Nottingham-St-77005/home/29963045,HARMLS,,N,Y,29.7218122,-95.434869
PAST SALE,,Single Family Residential,3811 Tennyson St,West University Place,TX,77005,,4,4.5,,4586,5000,1994,,,,Sold,,,http://www.redfin.com/TX/Houston/3811-Tennyson-St-77005/home/29839178,HARMLS,,N,Y,29.717307,-95.438369
PAST SALE,March-29-2018,Single Family Residential,2004 Wroxton,Houston,TX,77005,1435000,4,3.5,Southampton Place,3234,7200,1930,1160,444,,Sold,,,http://www.redfin.com/TX/Houston/2004-Wroxton-Rd-77005/home/29825165,HARMLS,71101466,N,Y,29.7250133,-95.4071063
