SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,May-14-2021,Single Family Residential,709 Schwartz St,Houston,TX,77020,332000,3,3.5,Clark Street Lndg,1731,1394,2017,18,192,100,Sold,,,http://www.redfin.com/TX/Houston/709-Schwartz-St-77020/home/113994047,HARMLS,67731476,N,Y,29.7676012,-95.3409756
PAST SALE,March-15-2021,Single Family Residential,713 Schwartz St,Houston,TX,77020,329000,3,3.5,Clark Street Lndg,1731,1399,2017,78,190,100,Sold,,,http://www.redfin.com/TX/Houston/713-Schwartz-St-77020/home/113994842,HARMLS,29253130,N,Y,29.767391,-95.341206
PAST SALE,May-10-2021,Single Family Residential,738 Henke St,Houston,TX,77020,125000,3,1.5,Denver,1166,6250,1950,22,107,,Sold,,,http://www.redfin.com/TX/Houston/738-Henke-St-77020/home/29663513,HARMLS,73659292,N,Y,29.7751276,-95.3065544
PAST SALE,December-1-2020,Townhouse,2905 Baer St #6,Houston,TX,77020,280000,3,2.5,Prince Luxury Twnhms,1910,2522,2008,182,147,,Sold,,,http://www.redfin.com/TX/Houston/2905-Baer-St-77020/unit-6/home/29630402,HARMLS,70484809,N,Y,29.7681358,-95.340117
PAST SALE,March-15-2021,Townhouse,3421 Gillespie St,Houston,TX,77020,335000,3,3.5,Cage Gillespie Place,2168,1777,2007,78,155,,Sold,,,http://www.redfin.com/TX/Houston/3421-Gillespie-St-77020/home/29597783,HARMLS,48209791,N,Y,29.76746,-95.334867
PAST SALE,April-1-2020,Single Family Residential,3530 Cline St,Houston,TX,77020,284900,3,2.5,Cline Street Place,1885,2028,2005,426,151,174,Sold,,,http://www.redfin.com/TX/Houston/3530-Cline-St-77020/home/29328921,HARMLS,30560373,N,Y,29.7664875,-95.3341683
PAST SALE,December-20-2017,Single Family Residential,6701 Eagle Pass St,Houston,TX,77020,140000,2,1.0,Harbor Homesite,2204,5000,1948,1259,64,,Sold,,,http://www.redfin.com/TX/Houston/6701-Eagle-Pass-St-77020/home/29678521,HARMLS,23827884,N,Y,29.7838368,-95.3030423
PAST SALE,July-31-2017,Single Family Residential,1613 Pannell St,Houston,TX,77020,135000,2,1.0,Chapmans Sec 03,1100,5500,1930,1401,123,,Sold,,,http://www.redfin.com/TX/Houston/1613-Pannell-St-77020/home/29656712,HARMLS,3829554,N,Y,29.7765268,-95.3323705
PAST SALE,October-13-2017,Townhouse,344 Eado Park Cir,Houston,TX,77020,344990,3,3.5,North Eado,1905,2027,2017,1327,181,100,Sold,,,http://www.redfin.com/TX/Houston/344-Eado-Park-Cir-77020/home/147736916,HARMLS,94981272,N,Y,29.765664,-95.339647
PAST SALE,September-11-2017,Single Family Residential,336 Eado Park Cir,Houston,TX,77020,339990,3,3.5,North Eado,1905,1596,2017,1359,178,100,Sold,,,http://www.redfin.com/TX/Houston/336-Eado-Park-Cir-77020/home/147813111,HARMLS,12982448,N,Y,29.7656514,-95.3400113
