SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,August-28-2018,Single Family Residential,5914 Southford St,Houston,TX,77033,219900,4,3.0,Southcrest Sec 04,2200,7194,2018,1008,100,,Sold,,,http://www.redfin.com/TX/Houston/5914-Southford-St-77033/home/30026754,HARMLS,69670956,N,Y,29.678434,-95.331436
PAST SALE,October-23-2017,Single Family Residential,5202 Longmeadow St,Houston,TX,77033,79500,3,1.0,Smallwood Terrace,1231,5978,1950,1317,65,,Sold,,,http://www.redfin.com/TX/Houston/5202-Longmeadow-St-77033/home/30031172,HARMLS,98021364,N,Y,29.6741006,-95.3440161
PAST SALE,September-24-2018,Single Family Residential,7721 Jutland Rd,Houston,TX,77033,80000,3,1.0,Smallwood Terrace,1299,7040,1950,981,62,,Sold,,,http://www.redfin.com/TX/Houston/7721-Jutland-Rd-77033/home/30031395,HARMLS,70998801,N,Y,29.672676,-95.3457733
PAST SALE,,Single Family Residential,8226 Sharondale Dr,Houston,TX,77033,,3,1.0,,1005,9000,1952,,,,Sold,,,http://www.redfin.com/TX/Houston/8226-Sharondale-Dr-77033/home/30054070,HARMLS,,N,Y,29.6626283,-95.3408695
PAST SALE,,Single Family Residential,5642 Westover St,Houston,TX,77033,28000,3,1.5,,1854,6510,1952,,15,,,,,http://www.redfin.com/TX/Houston/5642-Westover-St-77033/home/30054250,,,N,Y,29.6629275,-95.338479
PAST SALE,January-5-2018,Single Family Residential,5938 Van Fleet St,Houston,TX,77033,49900,3,1.5,Edgewood Sec 04,1358,8910,1950,1243,37,,Sold,,,http://www.redfin.com/TX/Houston/5938-Van-Fleet-St-77033/home/30054590,HARMLS,74076800,N,Y,29.6737497,-95.3302868
PAST SALE,November-2-2016,Single Family Residential,7911 St Lo Rd,Houston,TX,77033,47000,4,2.0,Inwood Terrace Sec 01,1263,8085,1948,1672,37,,Sold,,,http://www.redfin.com/TX/Houston/7911-St-Lo-Rd-77033/home/30061949,HARMLS,62195648,N,Y,29.6691389,-95.3405834
PAST SALE,July-20-2018,Single Family Residential,5222 Northridge Dr,Houston,TX,77033,96000,3,2.0,Inwood Terrace Sec 01,1292,7560,1955,1047,74,,Sold,,,http://www.redfin.com/TX/Houston/5222-Northridge-Dr-77033/home/30062514,HARMLS,86182379,N,Y,29.6700577,-95.3446699
PAST SALE,,Single Family Residential,5230 Lyndhurst Dr,Houston,TX,77033,,3,1.0,,1013,6160,1955,,,,Sold,,,http://www.redfin.com/TX/Houston/5230-Lyndhurst-Dr-77033/home/30071948,HARMLS,,N,Y,29.6691099,-95.3446699
PAST SALE,November-11-2016,Single Family Residential,5866 Belneath St,Houston,TX,77033,60000,3,1.0,Belfort Park Sec 06,1240,6100,1950,1663,48,,Sold,,,http://www.redfin.com/TX/Houston/5866-Belneath-St-77033/home/30074380,HARMLS,74489445,N,Y,29.6623672,-95.329388
PAST SALE,March-2-2017,Single Family Residential,8143 Herschelwood St,Houston,TX,77033,10000,3,1.0,Inwood Terrace Sec 03,1175,6490,1955,1552,9,,Sold,,,http://www.redfin.com/TX/Houston/8143-Herschelwood-St-77033/home/30077496,HARMLS,92277096,N,Y,29.6642643,-95.3450786
