SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,November-9-2018,Single Family Residential,11722 Satchel Ct,Houston,TX,77038,185000,3,2.0,Willow Springs,2884,5937,2005,935,64,38,Sold,,,http://www.redfin.com/TX/Houston/11722-Satchel-Ct-77038/home/29379201,HARMLS,91675243,N,Y,29.9045731,-95.4610297
PAST SALE,November-22-2017,Single Family Residential,13530 Dahlia Green Way,Houston,TX,77038,199000,4,2.5,Maple Ridge Place,2750,7793,2013,1287,72,396,Sold,,,http://www.redfin.com/TX/Houston/13530-Dahlia-Green-Way-77038/home/66048682,HARMLS,19895744,N,Y,29.9295724,-95.4597409
PAST SALE,,Single Family Residential,2923 Yearling Colt Ct,Houston,TX,77038,,3,2.5,,1838,4400,2006,,,,Sold,,,http://www.redfin.com/TX/Houston/2923-Yearling-Colt-Ct-77038/home/29420681,HARMLS,,N,Y,29.9059888,-95.4625254
PAST SALE,,Single Family Residential,10534 Summerbrook Dr,Houston,TX,77038,,3,1.5,,1008,6864,1977,,,,Sold,,,http://www.redfin.com/TX/Houston/10534-Summerbrook-Dr-77038/home/30345511,HARMLS,,N,Y,29.9249038,-95.4418906
PAST SALE,October-6-2017,Single Family Residential,10147 Ella Falls Blvd,Houston,TX,77038,109700,3,1.5,Fallbrook Sec 01,1056,7638,1971,1334,104,,Sold,,,http://www.redfin.com/TX/Houston/10147-Ella-Falls-Blvd-77038/home/30249080,HARMLS,11318448,N,Y,29.9166458,-95.4347438
PAST SALE,August-23-2017,Single Family Residential,10050 Lasaber Ct,Houston,TX,77038,109700,4,2.0,Ridgepoint,1431,3465,1983,1378,77,13,Sold,,,http://www.redfin.com/TX/Houston/10050-Lasaber-Ct-77038/home/30513943,HARMLS,69343004,N,Y,29.9122594,-95.4372761
PAST SALE,April-18-2017,Single Family Residential,11702 Newel Elm,Houston,TX,77038,179900,3,2.5,Willow Springs,2431,7022,2006,1505,74,38,Sold,,,http://www.redfin.com/TX/Houston/11702-Newel-Elm-St-77038/home/29377988,HARMLS,7596485,N,Y,29.9032299,-95.4638768
PAST SALE,June-5-2018,Single Family Residential,9717 Debbie Ln,Houston,TX,77038,149000,4,2.0,Charleston Gardens,2396,3750,2005,1092,62,,Sold,,,http://www.redfin.com/TX/Houston/9717-Debbie-Ln-77038/home/29657754,HARMLS,81514748,N,Y,29.9053443,-95.4300616
PAST SALE,April-20-2018,Single Family Residential,12742 Saibaba Dr,Houston,TX,77038,152000,3,2.0,Forestwood Sec 03 01 Amd P,1676,5463,2005,1138,91,21,Sold,,,http://www.redfin.com/TX/Houston/12742-Sai-Baba-Dr-77038/home/29354367,HARMLS,79633625,N,Y,29.9164205,-95.4553597
PAST SALE,May-18-2017,Vacant Land,13418 Sundale Rd,Houston,TX,77038,182000,,,Weisenberger City Sec 01,,86248,,1475,,,Sold,,,http://www.redfin.com/TX/Houston/13418-Sundale-Rd-77038/home/30027723,HARMLS,86592204,N,Y,29.9289479,-95.4661291
PAST SALE,November-20-2017,Single Family Residential,1307 Castolan Dr,Houston,TX,77038,99000,3,1.5,Fallbrook Sec 02,1060,5720,1971,1289,93,,Sold,,,http://www.redfin.com/TX/Houston/1307-Castolan-Dr-77038/home/30320603,HARMLS,41054492,N,Y,29.9220318,-95.4438145
PAST SALE,May-1-2018,Single Family Residential,12622 Brookvale Dr,Houston,TX,77038,155900,3,2.0,Forestwood Sec 01,1592,6300,1978,1127,98,25,Sold,,,http://www.redfin.com/TX/Houston/12622-Brookvale-Dr-77038/home/30410187,HARMLS,97664710,N,Y,29.9149441,-95.4485634
PAST SALE,March-15-2017,Single Family Residential,2870 Paddock Brook Ln,Houston,TX,77038,145000,4,2.5,Willow Spgs Sec 05,2060,4400,2009,1539,70,,Sold,,,http://www.redfin.com/TX/Houston/2870-Paddock-Brook-Ln-77038/home/34207916,HARMLS,14923624,N,Y,29.9097965,-95.4619521
PAST SALE,November-3-2017,Single Family Residential,9721 Debbie Ln,Houston,TX,77038,134500,3,2.0,Charleston Gardens,1505,3750,1972,1306,89,,Sold,,,http://www.redfin.com/TX/Houston/9721-Debbie-Ln-77038/home/29657756,HARMLS,17465443,N,Y,29.9056146,-95.4300616
PAST SALE,April-20-2018,Single Family Residential,12718 Saibaba Dr,Houston,TX,77038,154900,3,2.0,Forestwood Amd Sec 03,1960,5447,2006,1138,79,21,Sold,,,http://www.redfin.com/TX/Houston/12718-Sai-Baba-Dr-77038/home/29354361,HARMLS,28095082,N,Y,29.9159103,-95.4546227
PAST SALE,August-11-2017,Single Family Residential,2902 Redwing Grove Way,Houston,TX,77038,199900,5,2.5,Willow Spgs Sec 1,3272,5500,2006,1390,61,450,Sold,,,http://www.redfin.com/TX/Houston/2902-Redwing-Grove-Way-77038/home/29377991,HARMLS,35242431,N,Y,29.9049214,-95.4618692
PAST SALE,July-2-2018,Single Family Residential,12623 Brenhaven Dr,Houston,TX,77038,130000,3,2.0,Forestwood Sec 01,1712,6882,1978,1065,76,,Sold,,,http://www.redfin.com/TX/Houston/12623-Brenhaven-Dr-77038/home/30410191,HARMLS,44453922,N,Y,29.9149947,-95.4473352
PAST SALE,,Vacant Land,3101 Frick Rd,Houston,TX,77038,,3,3.0,,2184,51401,1940,,,,Sold,,,http://www.redfin.com/TX/Houston/3101-Frick-Rd-77038/home/30028085,HARMLS,,N,Y,29.9226566,-95.4668662
PAST SALE,April-7-2017,Single Family Residential,2327 Chalet Rd,Houston,TX,77038,125000,4,2.0,Forestwood Sec 02,1288,5576,2000,1516,97,22,Sold,,,http://www.redfin.com/TX/Houston/2327-Chalet-Rd-77038/home/30710805,HARMLS,12167824,N,Y,29.9185619,-95.453681
PAST SALE,October-26-2016,Single Family Residential,10146 Sharpton Dr,Houston,TX,77038,169900,3,2.0,Westpoint Estates Sec 01,2191,8695,2003,1679,78,,Sold,,,http://www.redfin.com/TX/Houston/10146-Sharpton-Dr-77038/home/29168302,HARMLS,8750440,N,Y,29.9144402,-95.4382321
PAST SALE,,Single Family Residential,1207 Forestburg Dr,Houston,TX,77038,,3,1.5,,990,6448,1971,,,,Sold,,,http://www.redfin.com/TX/Houston/1207-Forestburg-Dr-77038/home/30249230,HARMLS,,N,Y,29.9172579,-95.441604
PAST SALE,,Single Family Residential,1155 Fruitvale Dr,Houston,TX,77038,,4,1.5,,1136,6344,1971,,,,Sold,,,http://www.redfin.com/TX/Houston/1155-Fruitvale-Dr-77038/home/30249337,HARMLS,,N,Y,29.9165422,-95.4414812
