SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,December-31-2020,Vacant Land,7626 Avenue L,Houston,TX,77012,75000,,,Magnolia Park,,5000,,152,,,Sold,,,http://www.redfin.com/TX/Houston/7626-Avenue-L-77012/home/29720780,HARMLS,55015844,N,Y,29.738852,-95.286084
PAST SALE,December-31-2020,Vacant Land,7624 Avenue L,Houston,TX,77012,75000,,,Magnolia Park,,5000,,152,,,Sold,,,http://www.redfin.com/TX/Houston/7624-Avenue-L-77012/home/29720782,HARMLS,91260972,N,Y,29.7389028,-95.2862602
PAST SALE,January-8-2021,Vacant Land,7632 Navigation Blvd,Houston,TX,77012,100000,,,Magnolia Park Sec 02,,6749,,144,,,Sold,,,http://www.redfin.com/TX/Houston/7632-Navigation-Blvd-77012/home/173934595,HARMLS,93838848,N,Y,29.739538868,-95.28563469
PAST SALE,December-8-2017,Single Family Residential,9426 E Avenue J,Houston,TX,77012,152800,4,3.0,Manchester Sub,1714,7500,1942,1271,89,,Sold,,,http://www.redfin.com/TX/Houston/9426-E-Avenue-J-77012/home/29821353,HARMLS,62453946,N,Y,29.7162093,-95.2585273
PAST SALE,April-16-2018,Single Family Residential,9215 Waller St,Houston,TX,77012,25000,2,1.0,Manchester,784,3950,1935,1142,32,,Sold,,,http://www.redfin.com/TX/Houston/9215-Waller-St-77012/home/29821411,HARMLS,66913401,N,Y,29.7168234,-95.2629548
PAST SALE,February-27-2017,Single Family Residential,7305 Garden St,Houston,TX,77012,130000,3,1.0,Southmayd Park Sec 03,1141,13388,1950,1555,114,,Sold,,,http://www.redfin.com/TX/Houston/7305-Garden-St-77012/home/29968549,HARMLS,28201948,N,Y,29.7125193,-95.2880879
PAST SALE,,Single Family Residential,103 Dresden St,Houston,TX,77012,,2,2.0,,1392,5000,1930,,,,Sold,,,http://www.redfin.com/TX/Houston/103-Dresden-St-77012/home/29820568,HARMLS,,N,Y,29.7291985,-95.2909968
PAST SALE,June-1-2017,Single Family Residential,8210 E Erath St,Houston,TX,77012,54900,2,1.0,Harrisburg Add,960,2593,1930,1461,57,,Sold,,,http://www.redfin.com/TX/Houston/8210-E-Erath-St-77012/home/30683890,HARMLS,50416034,N,Y,29.7198933,-95.2765455
PAST SALE,June-29-2017,Single Family Residential,7614 Ilex St,Houston,TX,77012,115000,2,1.0,Berkley Place Sec 02,1571,5800,1948,1433,73,,Sold,,,http://www.redfin.com/TX/Houston/7614-Ilex-St-77012/home/29969109,HARMLS,31984839,N,Y,29.7107009,-95.2841789
PAST SALE,May-31-2018,Single Family Residential,7825 Baltimore St,Houston,TX,77012,158000,3,2.0,Magnolia Park Sec 02,1530,4125,2007,1097,103,,Sold,,,http://www.redfin.com/TX/Houston/7825-Baltimore-St-77012/home/29720533,HARMLS,6772777,N,Y,29.7298726,-95.2854036
PAST SALE,February-9-2018,Single Family Residential,506 92nd St,Houston,TX,77012,90000,3,1.0,506 92nd St.houston Tx 77012,3778,7500,1949,1208,24,,Sold,,,http://www.redfin.com/TX/Houston/506-92nd-St-77012/home/29821698,HARMLS,28754174,N,Y,29.7216784,-95.2645463
PAST SALE,April-9-2018,Single Family Residential,1110 Coral St,Houston,TX,77012,129000,2,1.0,Pecan Park,983,5000,1931,1149,131,,Sold,,,http://www.redfin.com/TX/Houston/1110-Coral-St-77012/home/29878428,HARMLS,3078636,N,Y,29.7150357,-95.2886288
PAST SALE,February-9-2017,Single Family Residential,1307 Boulder St,Houston,TX,77012,90000,4,2.0,Smith & Gibbons,1739,5000,1942,1573,52,,Sold,,,http://www.redfin.com/TX/Houston/1307-Boulder-St-77012/home/29744739,HARMLS,81350904,N,Y,29.7136601,-95.2710354
PAST SALE,June-8-2018,Single Family Residential,7815 Scanlock St,Houston,TX,77012,95000,3,1.0,Gloverdale,1118,5000,1945,1089,85,,Sold,,,http://www.redfin.com/TX/Houston/7815-Scanlock-St-77012/home/29821963,HARMLS,45083955,N,Y,29.7052549,-95.2815663
PAST SALE,March-31-2017,Vacant Land,7910 Avenue B,Houston,TX,77012,45500,,,Magnolia Park Sec 02,,6500,,1523,,,Sold,,,http://www.redfin.com/TX/Houston/7910-Avenue-B-77012/home/29716845,HARMLS,67016677,N,Y,29.7306141,-95.2834986
PAST SALE,November-10-2017,Single Family Residential,7902 Avenue F,Houston,TX,77012,114000,3,2.0,Magnolia Park Sec 02,936,5000,1936,1299,122,,Sold,,,http://www.redfin.com/TX/Houston/7902-Avenue-F-77012/home/29718230,HARMLS,15602604,N,Y,29.7330988,-95.282842
PAST SALE,July-6-2018,Single Family Residential,7625 Avenue H,Houston,TX,77012,59300,3,1.0,Magnolia Park Sec 02,910,2500,1930,1061,65,,Sold,,,http://www.redfin.com/TX/Houston/7625-Avenue-H-77012/home/29719765,HARMLS,83523583,N,Y,29.7366181,-95.2870774
PAST SALE,,Single Family Residential,181 Woodvale,Houston,TX,77012,,3,2.5,,1860,5500,1948,,,,Sold,,,http://www.redfin.com/TX/Houston/181-Woodvale-St-77012/home/29820267,HARMLS,,N,Y,29.7267071,-95.2878531
PAST SALE,October-27-2017,Vacant Land,7742 Avenue F,Houston,TX,77012,109999,,,Magnolia Park Sec 2,,10000,,1313,,,Sold,,,http://www.redfin.com/TX/Houston/7742-Avenue-F-77012/home/29718109,HARMLS,43805649,N,Y,29.733851,-95.285427
PAST SALE,November-7-2017,Single Family Residential,8209 E Erath St,Houston,TX,77012,60000,2,1.0,Harrisburg,768,2841,1930,1302,78,,Sold,,,http://www.redfin.com/TX/Houston/8209-E-Erath-St-77012/home/30683854,HARMLS,62731565,N,Y,29.7201189,-95.2765455
PAST SALE,April-19-2018,Single Family Residential,7903 Scanlock St,Houston,TX,77012,136900,2,1.0,Gloverdale,965,5000,1940,1139,142,,Sold,,,http://www.redfin.com/TX/Houston/7903-Scanlock-St-77012/home/29777660,HARMLS,78787579,N,Y,29.7052922,-95.2806274
PAST SALE,,Single Family Residential,7829 Narcissus St,Houston,TX,77012,,4,4.0,,1855,5000,1940,,,,Sold,,,http://www.redfin.com/TX/Houston/7829-Narcissus-St-77012/home/29821808,HARMLS,,N,Y,29.7073701,-95.2811377
PAST SALE,April-20-2018,Single Family Residential,7840 Brumblay St,Houston,TX,77012,175000,3,2.0,Gloverdale,1256,5000,1940,1138,139,,Sold,,,http://www.redfin.com/TX/Houston/7840-Brumblay-St-77012/home/29821844,HARMLS,31333451,N,Y,29.7076474,-95.2809744
PAST SALE,February-3-2017,Single Family Residential,704 S 80th St,Houston,TX,77012,105900,3,2.5,Magnolia Park,2300,12500,1930,1579,46,,Sold,,,http://www.redfin.com/TX/Houston/704-S-80th-St-77012/home/29721802,HARMLS,76347587,N,Y,29.7249281,-95.2838115
